,station,do,ph,co,bod,na,tc,wqi
377,18.0,7.3,7.0,34.0,1.0,0.27,927.0,82.94
378,1338.0,6.3,7.0,44.0,1.6,0.32,1876.0,82.94
379,2333.0,6.4,7.2,49.0,1.4,0.23,1357.0,82.94
380,2334.0,5.9,7.0,3272.0,2.2,0.62,1284.0,76.42000000000002
381,2335.0,4.6,7.0,65.0,1.7,0.28,1937.0,71.7
382,2336.0,6.5,6.9,4650.0,2.0,1.0,1573.0,78.74000000000001
383,3468.0,6.5,7.0,42.0,1.4,1.0,1221.0,82.94
384,2300.0,6.4,6.4,45.0,1.2,1.0,376.0,72.06
385,2303.0,6.0,6.1,56.0,1.2,0.0,438.0,72.06
386,2290.0,5.3,6.8,99.0,2.8,0.79,523.0,73.84
387,2299.0,3.6,6.5,22131.0,1.8,0.95,261.0,60.900000000000006
388,2305.0,6.9,6.7,66.0,1.8,0.0,205.0,81.96000000000001
389,2296.0,6.0,6.6,67.0,1.5,3.69,398.0,78.66000000000001
390,2292.0,4.9,6.8,9107.0,1.6,1.0,614.0,67.5
391,2306.0,6.3,7.0,18931.0,1.4,1.0,201.0,87.66
392,3473.0,6.6,6.8,15525.0,1.1,0.06,347.0,84.36
393,1442.0,7.1,7.5,46.0,0.8,1.0,1097.0,82.94
394,1448.0,6.0,7.3,432.0,1.2,3.0,78.0,87.66
395,2352.0,6.1,7.7,328.0,1.2,1.0,211.0,87.66
396,3080.0,5.8,7.8,707.0,0.6,0.85,1100.0,76.42000000000002
397,3081.0,6.1,8.0,674.0,0.9,1.0,1260.0,82.03999999999999
398,1444.0,7.3,7.3,164.0,2.3,1.0,336.0,88.2
399,2780.0,7.6,7.4,122.0,2.4,1.0,834.0,82.75999999999999
400,1894.0,6.5,7.1,95.0,1.0,0.0,212.0,88.38
401,1892.0,6.5,7.1,56.0,1.0,0.0,79.0,88.56
402,2423.0,7.5,7.8,237.0,1.4,0.89,18918.0,71.16
403,2424.0,7.6,7.6,3688.0,2.3,2.66,32918.0,70.8
404,2425.0,7.3,7.5,82.0,1.2,1.58,17512.0,71.52
405,2422.0,7.5,8.0,202.0,1.4,1.89,23191.0,71.34
406,1642.0,7.3,7.9,232.0,2.9,2.23,30836.0,71.16
407,1643.0,7.4,7.9,246.0,2.3,1.9,3900.0,82.4
408,1455.0,6.9,8.1,3960.0,2.0,2.26,22523.0,70.8
409,1456.0,7.0,8.0,28222.0,1.8,2.54,10469.0,70.8
410,2426.0,7.2,7.8,201.0,1.3,1.59,31034.0,71.34
411,2427.0,7.3,8.0,221.0,1.2,2.26,5289.0,82.58000000000001
412,1685.0,6.7,7.8,183.0,1.0,1.0,468.0,88.2
413,2442.0,8.0,7.7,401.0,1.8965,1.0,468.0,87.66
414,2443.0,8.0,8.2,1886.0,4.0,1.0,468.0,82.98
415,2444.0,7.0,8.2,742.0,5.0,1.0,468.0,82.98
416,2445.0,7.0,6.4,149.0,4.0,1.0,468.0,67.2
417,1450.0,6.7,7.5,1088.0,1.7,0.0,474.0,87.66
418,1159.0,7.2,6.5,73.0,3.1,0.0,59.0,73.98
419,1160.0,6.7,6.3,98.0,3.3,1.5,74.0,67.2
420,1161.0,6.3,6.5,143.0,4.0,4.0,124.0,73.8
421,1162.0,6.6,6.9,260.0,5.4,1.0,53.0,80.04
422,1328.0,7.1,6.3,71.0,3.5,1.0,82.0,67.38000000000001
423,1329.0,6.9,6.3,65.0,3.5,0.0,52.0,67.38000000000001
424,1330.0,7.3,7.1,607.0,3.6,0.88,104.0,82.98
425,3025.0,6.1,7.0,446.0,5.2,0.56,77.0,82.98
426,3026.0,6.9,6.4,94.0,3.2,1.59,65.0,67.2
427,3027.0,6.8,6.8,451.0,9.4,0.55,58.0,75.0
428,3028.0,6.0,6.6,169.0,3.9,2.0,84.0,73.62
429,3029.0,6.5,6.7,187.0,3.3,3.0,113.0,76.92
430,3023.0,3.4,7.8,2577.0,164.9,1.5,160405392.0,30.540000000000003
431,1861.0,6.7,7.3,183.0,1.8965,0.516,468.0,88.2
432,1023.0,5.5,7.2,636.0,9.7,4.0,4975.0,67.06
433,1024.0,4.7,7.3,1088.0,23.8,4.0,56000.0,50.199999999999996
434,1295.0,5.3,7.2,689.0,11.3,4.0,6025.0,67.06
435,1473.0,4.9,7.3,1267.0,23.5,3.0,54250.0,50.199999999999996
436,1698.0,5.3,7.4,852.0,13.0,4.0,26750.0,55.82
437,1699.0,4.9,7.5,977.0,16.5,5.0,30500.0,50.199999999999996
438,1700.0,4.4,7.4,1256.0,24.8,6.0,55250.0,50.199999999999996
439,1701.0,4.8,7.2,1021.0,20.3,4.0,43700.0,50.199999999999996
440,1702.0,5.1,7.3,971.0,14.8,5.0,8425.0,67.06
441,1703.0,4.6,7.4,1284.0,24.3,4.0,50000.0,50.199999999999996
442,1704.0,4.0,7.4,1096.0,26.0,3.0,57500.0,44.58
443,1705.0,4.4,7.3,1002.0,21.5,4.0,43750.0,50.199999999999996
444,1025.0,6.7,6.9,910.0,13.0,0.0,468.0,75.0
445,1026.0,6.7,6.5,930.0,15.0,0.0,468.0,68.4
446,1884.0,5.0,7.3,183.0,33.9,0.0,468.0,67.6
447,1887.0,6.7,6.7,960.0,18.0,0.0,468.0,71.7
448,1718.0,4.8,7.6,295.0,0.8,0.0,9.0,82.4
449,1871.0,7.1,7.5,293.0,1.3,0.0,19.0,93.64
450,2624.0,7.1,7.5,316.0,1.4,0.0,22.0,93.28
451,2625.0,6.6,7.5,274.0,1.6,0.0,24.0,93.64
452,1870.0,4.9,7.4,407.0,16.3,0.0,120.0,67.06
453,2947.0,4.9,8.3,603.0,1.0,0.0,5.0,87.66
454,1717.0,5.5,7.4,138.0,0.8,0.0,6.0,88.38000000000001
455,2948.0,5.5,8.1,625.0,1.1,0.0,6.0,87.66000000000001
456,1719.0,5.0,7.3,305.0,1.7,0.0,12.0,82.04
457,2949.0,5.6,8.1,552.0,1.1,0.0,6.0,87.66000000000001
458,3305.0,7.3,7.3,402.0,2.1,0.0,32.0,93.28
459,3383.0,7.2,7.3,99.0,2.2,1.0,57.0,88.38
460,3384.0,7.2,7.4,102.0,2.2,1.0,56.0,88.38
461,3380.0,7.6,7.2,72.0,1.8,2.56,57.0,88.56
462,1632.0,7.1,7.5,131.0,2.2,3.2,413.0,88.38
463,1428.0,5.2,2.9,682.0,7.8,1.5,30.0,61.800000000000004
464,3369.0,7.3,7.1,47.0,1.3,2.0,48.0,94.18
465,3370.0,7.6,7.2,52.0,1.2,2.0,36.0,94.18
466,3371.0,8.0,6.9,64.0,1.8,3.38,49.0,90.88000000000001
467,3372.0,7.9,7.3,46.0,1.4,1.0,29.0,94.18
468,3373.0,7.4,7.2,53.0,1.9,3.0,32.0,94.18
469,3374.0,7.7,7.2,55.0,1.6,3.0,63.0,88.56
470,3375.0,6.8,2.7,1074.0,3.2,2.33,11.0,72.10000000000001
471,3376.0,7.1,6.5,237.0,3.8,4.56,1072.0,67.82
472,3381.0,7.8,7.2,50.0,1.6,1.77,41.0,94.18
473,3382.0,7.3,7.3,71.0,2.0,2.66,47.0,94.18
474,3377.0,7.3,7.0,91.0,1.8,3.3,45.0,94.0
475,3378.0,7.4,7.1,49.0,1.7,2.44,42.0,94.18
476,1631.0,6.5,7.1,99.0,2.7,3.56,2722.0,82.75999999999999
477,3379.0,7.5,5.7,50.0,1.5,2.21,23.0,77.68
478,3367.0,5.8,6.9,68.0,3.1,4.9,463.0,74.96000000000001
479,3368.0,6.9,7.2,44.0,1.4,2.66,33.0,94.18
480,1633.0,7.8,7.3,93.0,1.9,2.99,444.0,88.38
481,3353.0,6.6,7.0,66.0,2.3,4.0,63.0,88.56
482,3354.0,7.6,7.1,53.0,1.7,3.0,53.0,88.56
483,3355.0,7.8,7.0,47.0,1.4,2.0,35.0,94.18
484,3356.0,7.7,7.4,128.0,1.6,3.32,56.0,88.38
485,3350.0,7.1,7.0,54.0,1.8,2.58,43.0,94.18
486,3351.0,7.4,7.0,69.0,1.6,3.3,87.0,88.56
487,3352.0,7.5,7.2,58.0,1.6,2.25,46.0,94.18
488,3359.0,3.1,7.2,401.0,21.8,19.0,31444.0,44.58
489,3360.0,4.7,7.2,202.0,13.6,15.0,20056.0,50.739999999999995
490,3361.0,2.1,7.2,303.0,37.2,18.2,62333.0,33.339999999999996
491,3362.0,1.8,7.2,394.0,40.6,15.4,96944.0,33.339999999999996
492,3357.0,7.2,6.9,55.0,1.7,3.04,56.0,85.26
493,3358.0,7.9,7.1,55.0,1.2,3.55,50.0,94.18
494,3363.0,6.9,6.9,52.0,2.2,3.48,45.0,90.88000000000001
495,3364.0,1.9,7.0,306.0,34.2,17.9,85667.0,33.339999999999996
496,3365.0,4.5,7.1,196.0,15.5,11.0,43333.0,50.739999999999995
497,1427.0,7.2,7.1,107.0,6.7,5.56,476.0,79.02
498,3366.0,7.5,7.0,82.0,2.1,3.02,122.0,88.38
499,2050.0,7.1,7.5,189.0,1.9,1.0,468.0,88.2
500,2051.0,7.0,7.6,197.0,1.8,1.0,468.0,88.2
501,2052.0,7.2,7.9,158.0,1.9,0.95,468.0,88.2
502,2053.0,6.5,7.8,161.0,1.8,0.99,468.0,88.2
503,1403.0,6.6,7.7,165.0,1.7,0.0,325.0,88.2
504,1404.0,6.7,7.8,167.0,4.8,1.0,520.0,77.9
505,1726.0,6.6,7.7,183.0,3.7,1.55,575.0,77.9
506,1393.0,7.1,7.8,151.0,8.0,0.08,468.0,78.84
507,1150.0,7.2,7.4,319.0,0.7,0.18,10.0,93.28
508,1865.0,6.2,8.4,894.0,9.0,0.38,350.0,78.3
509,1434.0,2.2,8.0,1835.0,17.9,0.86,25478.0,33.339999999999996
510,1980.0,2.0,7.7,3165.0,32.3,3.44,15173.0,33.339999999999996
511,1149.0,2.4,7.6,1500.0,6.2,1.31,13.0,55.82
512,1399.0,5.9,7.2,52.0,2.1,0.08,90.0,82.94000000000001
513,1475.0,6.1,6.8,408.0,1.3,0.17,3808.0,78.74000000000001
514,3181.0,5.5,6.9,143.0,1.3,0.09,11113.0,62.60000000000001
515,3182.0,5.4,7.2,60.0,1.5,0.08,2309.0,77.32000000000002
516,1400.0,5.8,7.2,34.0,5.3,0.17,3322.0,72.64
517,1476.0,5.9,6.7,125.0,1.5,0.14,5793.0,70.53999999999999
518,3185.0,6.4,6.7,175.0,1.3,0.1,3636.0,75.98000000000002
519,3186.0,6.2,7.7,39.0,1.3,0.06,4517.0,82.94
520,3187.0,6.1,7.8,39.0,1.5,0.06,5840.0,82.94
521,1543.0,7.3,6.9,61.0,0.7,0.09,4388.0,79.64000000000001
522,1548.0,6.8,6.6,71.0,1.5,0.14,3949.0,73.04
523,2276.0,7.4,6.5,129.0,2.3,0.49,16691.0,61.620000000000005
524,2275.0,7.0,6.8,503.0,1.6,0.66,2404.0,78.74000000000001
525,3189.0,6.3,7.5,31.0,1.6,0.06,4267.0,82.94
526,1546.0,7.1,6.8,70.0,0.8,0.17,3567.0,79.64000000000001
527,2270.0,7.3,6.8,69.0,1.2,0.12,2446.0,79.64000000000001
528,2272.0,6.7,6.6,118.0,1.0,0.22,3496.0,72.86000000000001
529,1545.0,7.4,6.8,80.0,1.3,0.06,1404.0,79.46000000000001
530,2274.0,4.5,6.6,250.0,2.4,0.16,5889.0,61.260000000000005
531,2271.0,6.1,6.9,74.0,1.8,0.19,3937.0,79.64000000000001
532,2273.0,5.9,7.3,44.0,1.6,0.14,2794.0,77.32000000000002
533,3183.0,2.4,6.5,195.0,4.8,0.35,14217.0,28.660000000000004
534,3184.0,4.0,6.8,207.0,1.8,0.34,2280.0,62.42
535,3190.0,5.4,7.6,40.0,1.6,0.07,1330.0,77.32000000000002
536,3191.0,5.3,7.6,41.0,1.4,0.08,2517.0,77.32000000000002
537,1547.0,7.0,6.9,54.0,0.8,0.21,3059.0,79.64000000000001
538,3188.0,5.9,7.7,44.0,2.1,0.08,831.0,77.32000000000002
539,1544.0,7.1,6.5,60.0,1.7,0.13,8163.0,73.04
540,2651.0,6.9,7.7,99.0,3.3,0.56,123.0,83.7
541,1461.0,6.6,7.9,123.0,3.2,0.52,104.0,83.7
542,2653.0,6.6,7.7,220.0,3.6,0.65,77.0,83.52000000000001
543,2654.0,6.8,7.7,219.0,3.4,0.63,75.0,83.52000000000001
544,1092.0,4.8,7.2,5429.0,8.4,2.08,408.0,67.06
545,2670.0,6.4,8.0,493.0,4.2,3.91,68.0,82.98
546,1152.0,6.8,7.6,100.0,3.0,0.54,295.0,88.38
547,2198.0,6.7,7.5,316.0,4.6,0.6,132.0,82.98
548,2671.0,5.8,7.9,37227.0,9.5,1.42,451.0,72.68
549,2672.0,6.9,7.7,84.0,3.1,0.42,168.0,83.7
550,2168.0,4.9,7.6,21254.0,55.5,2.18,964.0,61.44
551,2676.0,6.9,7.9,312.0,2.7,1.58,107.0,87.66
552,1151.0,6.8,7.5,146.0,3.0,0.6,241.0,88.38
553,1462.0,6.7,7.3,127.0,2.9,0.59,209.0,88.38
554,2685.0,5.6,6.9,432.0,4.5,1.72,173.0,74.06
555,2686.0,6.5,7.3,126.0,3.0,0.59,284.0,88.38
556,2687.0,7.1,7.5,128.0,3.0,0.6,297.0,88.38
557,2688.0,6.4,7.3,129.0,3.1,0.6,191.0,83.7
558,2689.0,6.9,7.7,129.0,2.9,0.55,268.0,88.38
559,2696.0,7.0,7.9,153.0,2.9,0.55,86.0,88.2
560,2199.0,6.4,7.6,10165.0,3.7,2.14,139.0,82.98
561,2701.0,6.9,7.7,307.0,2.8,3.6,123.0,87.66
562,2702.0,6.3,7.7,322.0,3.5,1.1,116.0,82.98
563,2703.0,6.5,7.5,5835.0,3.4,1.72,126.0,82.98
564,2704.0,6.3,7.4,9245.0,4.7,2.0,134.0,82.98
565,2706.0,6.5,8.1,1907.0,4.0,0.55,115.0,82.98
566,2707.0,7.0,8.0,1896.0,3.5,0.64,245.0,82.98
567,2708.0,7.0,8.0,206.0,2.9,0.56,74.0,88.2
568,2709.0,6.8,7.8,239.0,3.3,0.56,77.0,83.34
569,1093.0,6.4,7.6,152.0,3.2,0.96,142.0,83.52000000000001
570,1094.0,6.7,7.7,146.0,3.0,0.89,73.0,88.38
571,2162.0,6.7,7.6,137.0,2.9,0.76,64.0,88.38
572,2712.0,6.6,7.8,228.0,3.5,0.57,79.0,83.34
573,2164.0,7.0,7.7,409.0,2.4,0.93,112.0,87.66
574,2713.0,6.8,7.6,263.0,2.9,0.81,123.0,88.02
575,2714.0,6.9,7.5,338.0,2.3,3.93,108.0,87.66
576,1342.0,7.0,7.2,79.0,0.8,0.62,637.0,82.75999999999999
577,1443.0,6.6,7.0,67.0,1.1,0.53,670.0,82.94
578,3465.0,6.6,7.3,59.0,0.7,0.57,541.0,82.94
579,3466.0,6.2,7.3,66.0,0.8,0.55,609.0,82.94
580,2297.0,7.1,7.0,67.0,1.0,0.34,538.0,82.94
581,2319.0,7.0,6.7,5341.0,1.1,0.37,528.0,75.44
582,2286.0,6.7,7.3,89.0,1.1,0.35,2025.0,82.75999999999999
583,2331.0,6.2,7.3,136.0,1.0,0.46,676.0,82.75999999999999
584,2332.0,7.1,8.1,212.0,0.9,0.56,992.0,82.58000000000001
585,1154.0,6.3,6.3,134.0,1.2,0.67,780.0,66.25999999999999
586,20.0,7.3,7.2,76.0,0.6,0.31,893.0,82.75999999999999
587,21.0,7.0,7.3,11041.0,0.9,0.29,503.0,82.03999999999999
588,3464.0,6.8,7.1,75.0,0.8,0.5,1169.0,82.94
589,1572.0,7.4,7.2,61.0,0.7,0.11,255.0,88.56
590,1573.0,1.7,6.6,769.0,3.4,1.11,1717.0,39.36000000000001
591,2295.0,6.1,7.5,14083.0,1.4,0.25,2686.0,82.03999999999999
592,1564.0,6.6,7.2,92.0,0.8,0.77,660.0,82.75999999999999
593,2287.0,6.6,7.2,1348.0,0.8,1.01,810.0,82.03999999999999
594,1566.0,6.0,6.7,95.0,1.2,0.29,680.0,76.16
595,2293.0,6.6,6.8,78.0,1.0,0.2,626.0,79.46000000000001
596,2337.0,0.6,6.7,268.0,4.1,1.28,1308.0,43.02000000000001
597,2338.0,1.8,6.6,82.0,2.0,0.39,1410.0,44.760000000000005
598,42.0,7.1,7.2,61.0,1.0,0.34,608.0,82.94
599,2294.0,3.9,7.6,30298.0,2.5,0.59,7240.0,65.18
600,3460.0,6.6,8.0,310.0,1.1,0.54,783.0,82.03999999999999
601,3458.0,7.0,7.1,97.0,0.8,0.35,77.0,88.38
602,1571.0,7.3,7.0,51.0,0.7,0.18,258.0,88.56
603,1155.0,0.5,7.1,1717.0,21.2,4.41,15833.0,33.339999999999996
604,3471.0,7.0,7.4,55.0,0.9,0.32,1400.0,82.94
605,2289.0,6.1,6.8,67.0,1.1,0.58,394.0,85.26
606,2301.0,7.0,6.7,61.0,1.3,0.28,248.0,81.96000000000001
607,2291.0,5.2,6.9,81.0,1.5,0.37,465.0,79.46000000000001
608,2326.0,6.1,8.0,510.0,1.1,0.72,1572.0,82.03999999999999
609,1569.0,6.5,6.9,12150.0,1.8,0.52,1481.0,78.74000000000001
610,2298.0,7.9,7.2,50.0,1.1,0.3,845.0,82.94
611,1567.0,7.5,6.9,34.0,0.9,0.14,256.0,85.26
612,1568.0,7.0,7.4,72.0,1.0,0.38,897.0,82.94
613,2285.0,7.3,7.3,99.0,0.9,0.23,1788.0,82.75999999999999
614,1340.0,7.5,6.9,125.0,1.6,0.45,1400.0,79.46000000000001
615,1384.0,6.8,6.9,116.0,1.7,0.4,1260.0,79.46000000000001
616,3459.0,5.8,7.3,107.0,0.9,0.88,343.0,82.76
617,2307.0,7.1,7.2,85.0,0.8,0.31,184.0,88.38
618,1339.0,6.8,7.1,58.0,0.7,0.46,3460.0,82.94
619,2304.0,5.7,7.3,13197.0,1.5,0.35,144.0,82.04
620,43.0,6.7,7.1,58.0,1.2,0.39,1739.0,82.94
621,2302.0,7.0,6.9,3453.0,0.9,0.17,278.0,84.36
622,1570.0,6.5,7.0,14369.0,1.3,0.27,175.0,87.66
623,1563.0,6.6,7.3,70.0,1.4,0.39,1875.0,82.94
624,2284.0,7.0,7.3,60.0,0.8,0.18,1813.0,82.94
625,2288.0,6.3,7.2,97.0,0.8,0.56,880.0,82.75999999999999
626,1156.0,6.0,7.0,63.0,1.1,1.04,493.0,88.56
627,1341.0,4.4,7.1,113.0,1.5,1.17,722.0,71.52000000000001
628,1565.0,4.5,7.2,79.0,1.0,1.04,537.0,71.52000000000001
629,17.0,5.1,6.9,1789.0,2.1,0.68,1946.0,73.12
630,18.0,7.5,7.2,36.0,1.1,0.27,1134.0,82.94
631,1338.0,6.8,7.0,59.0,1.3,0.32,2267.0,82.94
632,2333.0,6.8,6.9,114.0,1.4,0.23,1785.0,79.46000000000001
633,2334.0,5.9,6.8,1108.0,2.2,0.62,1520.0,73.12
634,2335.0,4.9,6.7,88.0,2.2,0.28,2200.0,64.92000000000002
635,2336.0,6.8,6.9,1686.0,1.4,0.25,1223.0,78.74000000000001
636,3468.0,7.1,6.9,45.0,1.2,0.29,1636.0,79.64000000000001
637,2300.0,6.9,6.6,56.0,1.1,0.3,542.0,73.04
638,2303.0,6.5,6.3,49.0,1.0,0.22,323.0,72.06
639,2290.0,4.9,6.6,169.0,2.1,0.76,1241.0,61.440000000000005
640,2299.0,4.2,6.5,19575.0,1.4,0.39,528.0,60.900000000000006
641,2305.0,6.9,7.1,63.0,0.9,0.16,336.0,88.56
642,2296.0,6.6,6.7,69.0,0.8,0.38,464.0,81.96000000000001
643,2292.0,4.5,6.6,6381.0,2.1,0.34,435.0,66.52000000000001
644,2306.0,6.2,7.2,9326.0,1.3,0.22,141.0,87.66
645,3473.0,6.6,7.1,15158.0,1.1,0.26,810.0,82.03999999999999
646,1442.0,6.3,7.3,74.0,1.2,0.29,1813.0,82.94
647,1448.0,6.0,7.6,429.0,1.1,1.1,362.0,87.66
648,2352.0,6.0,7.8,308.0,1.1,1.47,343.0,87.66
649,3080.0,5.8,7.4,505.0,0.6,0.73,1517.0,76.42000000000002
650,3081.0,6.1,7.5,465.0,0.5,0.34,1458.0,82.03999999999999
651,1444.0,6.4,7.1,183.0,2.3,0.62,398.0,88.2
652,2780.0,7.1,7.4,135.0,1.9,0.72,995.0,82.75999999999999
653,1894.0,6.7,7.2,103.0,1.0,0.516,70.0,88.38
654,1892.0,6.8,7.1,106.0,1.0,0.516,137.0,88.38
655,2423.0,7.8,7.9,213.0,1.5,0.35,15083.0,71.34
656,2424.0,7.7,8.1,312.0,2.0,0.75,32017.0,70.8
657,2425.0,6.9,7.6,99.0,1.6,1.39,5395.0,82.75999999999999
658,2422.0,7.3,8.0,230.0,1.6,0.69,4348.0,82.4
659,1642.0,6.8,8.1,264.0,2.6,1.16,5142.0,82.4
660,1643.0,7.2,8.1,272.0,3.1,1.46,4586.0,77.72
661,1455.0,8.0,8.3,312.0,1.4,0.73,4319.0,82.03999999999999
662,1456.0,8.2,8.0,19595.0,2.0,0.94,1116.0,82.03999999999999
663,2426.0,7.0,8.0,199.0,1.8,1.11,3573.0,82.58000000000001
664,2427.0,7.2,8.1,201.0,1.6,0.36,2324.0,82.58000000000001
665,1685.0,6.8,7.8,505.0,2.1,0.02,468.0,87.66
666,2444.0,6.5,7.9,11170.0,3.0,0.3,468.0,87.66
667,2442.0,6.9,7.4,4990.0,3.0,0.37,468.0,87.66
668,2443.0,6.8,8.1,1516.0,1.8965,0.28,468.0,87.66
669,2445.0,6.0,7.3,44600.0,1.8965,0.23,468.0,87.66
670,1450.0,6.8,7.5,890.0,2.1,0.51,589.0,82.03999999999999
671,1159.0,7.3,7.6,160.0,1.9,0.06,89.0,88.2
672,1160.0,7.0,7.7,111.0,2.2,0.08,131.0,88.38
673,1161.0,6.7,7.7,139.0,3.1,0.22,300.0,83.7
674,1162.0,7.2,7.2,288.0,2.1,0.14,91.0,88.02
675,1328.0,7.0,7.1,95.0,1.9,0.08,118.0,88.38
676,1329.0,7.0,7.5,84.0,1.7,0.06,87.0,88.38
677,1330.0,7.4,7.0,3101.0,15.6,0.15,174.0,78.3
678,3025.0,7.2,7.3,510.0,2.9,0.08,123.0,87.66
679,3026.0,7.1,7.4,88.0,1.8,0.07,90.0,88.38
680,3027.0,7.2,6.9,338.0,3.8,0.07,104.0,79.68
681,3028.0,6.7,7.6,162.0,3.3,0.16,249.0,83.52000000000001
682,3029.0,6.7,7.6,182.0,4.1,0.15,251.0,83.52000000000001
683,3023.0,0.2,7.2,2219.0,185.8,1.75,300000000.0,19.3
684,1885.0,6.8,8.0,414.0,3.1,0.88,468.0,82.98
685,1023.0,5.5,7.4,635.0,8.8,5.08,5500.0,67.06
686,1024.0,5.5,7.4,1051.0,25.0,6.8,63000.0,55.82
687,1295.0,5.3,7.3,636.0,9.9,5.0,10000.0,67.06
688,1473.0,5.1,7.4,993.0,21.9,6.63,57750.0,55.82
689,1698.0,5.3,7.5,632.0,13.5,5.08,34750.0,55.82
690,1699.0,4.9,7.4,973.0,17.5,4.77,40667.0,50.199999999999996
691,1700.0,4.3,7.5,1156.0,24.5,7.65,65000.0,50.199999999999996
692,1701.0,4.8,7.4,904.0,26.0,8.6,55000.0,50.199999999999996
693,1702.0,5.1,7.4,1110.0,16.0,14.85,12000.0,55.82
694,1703.0,5.3,7.4,1290.0,26.9,8.1,66250.0,55.82
695,1704.0,4.9,7.4,990.0,27.8,6.78,40500.0,50.199999999999996
696,1705.0,5.2,7.4,914.0,20.5,6.18,29500.0,55.82
697,1025.0,6.4,7.9,1808.0,21.0,5.9,468.0,78.3
698,1026.0,6.6,7.8,1302.0,18.0,0.516,468.0,78.3
699,1887.0,6.4,8.0,1286.0,19.5,0.516,468.0,78.3
700,1718.0,4.8,7.5,280.0,2.4,0.72,4.0,88.02000000000001
701,1871.0,7.7,7.4,344.0,1.2,0.37,19.0,93.28
702,2624.0,7.3,7.0,310.0,1.4,0.38,22.0,93.28
703,2625.0,7.1,7.7,303.0,1.5,0.34,23.0,93.28
704,1884.0,3.3,7.5,1630.0,185.0,1.75,468.0,47.400000000000006
705,1870.0,6.2,7.5,788.0,41.5,4.08,235.0,78.3
706,2947.0,6.0,8.3,468.0,1.4,0.43,16.0,93.28
707,1717.0,5.9,7.3,234.0,1.5,0.36,12.0,88.02000000000001
708,2948.0,6.4,8.0,527.0,1.2,0.35,21.0,93.28
709,2949.0,5.9,7.9,796.0,1.5,0.48,14.0,87.66000000000001
710,3305.0,7.3,7.4,388.0,2.1,0.58,46.0,93.28
711,2869.0,8.5,7.5,166.0,2.7,0.516,31.0,93.82000000000001
712,2838.0,8.9,7.0,125.0,1.9,0.516,45.0,94.0
713,2868.0,8.0,7.8,144.0,2.1,0.516,51.0,88.38
714,1424.0,7.5,7.7,87.0,1.2,0.516,54.0,88.38
715,1457.0,8.5,7.6,84.0,2.0,0.516,16.0,94.0
716,1627.0,8.4,7.5,103.0,1.9,0.516,75.0,88.38
717,1628.0,8.7,7.2,117.0,3.2,0.516,52.0,83.7
718,2861.0,6.5,7.7,287.0,8.2,0.516,114.0,78.66
719,2862.0,8.6,7.5,130.0,4.6,0.516,39.0,89.32000000000001
720,2864.0,8.9,7.5,109.0,1.2,0.516,33.0,94.0
721,2874.0,9.8,8.4,246.0,1.2,0.516,10.0,93.64
722,1458.0,7.6,7.5,147.0,1.3,0.516,30.0,94.0
723,1624.0,8.7,7.6,202.0,1.2,0.516,60.0,88.2
724,2863.0,8.4,7.4,177.0,2.4,0.516,48.0,93.82000000000001
725,2873.0,8.7,7.6,203.0,2.5,0.516,59.0,88.2
726,2865.0,8.2,7.4,120.0,1.9,0.516,46.0,94.0
727,2866.0,8.0,7.2,110.0,1.4,0.516,80.0,88.38
728,1925.0,8.4,7.6,213.0,1.5,0.516,20.0,93.82000000000001
729,2877.0,9.4,7.8,174.0,1.0,0.516,16.0,93.82000000000001
730,1926.0,8.1,8.0,244.0,2.4,0.516,73.0,88.02
731,2878.0,8.1,8.0,162.0,1.8,0.516,26.0,93.82000000000001
732,2867.0,8.7,7.6,163.0,2.6,0.516,24.0,93.82000000000001
733,2852.0,8.7,7.6,143.0,1.9,0.516,58.0,88.38
734,2857.0,9.2,7.6,208.0,1.9,0.516,30.0,93.82000000000001
735,2879.0,8.3,7.7,158.0,2.0,0.516,48.0,93.82000000000001
736,1625.0,5.9,7.1,338.0,6.6,0.516,522.0,67.06
737,1626.0,4.3,7.4,269.0,12.3,0.516,412.0,67.42
738,2858.0,8.2,7.1,109.0,3.3,0.516,12.0,89.32000000000001
739,2859.0,11.1,7.6,131.0,3.6,0.516,32.0,89.32000000000001
740,2860.0,7.4,7.1,116.0,2.7,0.516,55.0,88.38
741,2880.0,8.2,7.6,112.0,2.1,0.516,31.0,94.0
742,1927.0,8.5,7.5,169.0,3.6,0.516,41.0,89.14000000000001
743,2853.0,11.4,7.2,128.0,1.0,0.516,20.0,94.0
744,2854.0,8.9,7.6,221.0,1.7,0.516,30.0,93.82000000000001
745,2856.0,9.3,7.6,193.0,2.3,0.516,41.0,93.82000000000001
746,2870.0,9.1,7.3,217.0,3.9,0.516,67.0,83.52000000000001
747,2871.0,7.9,7.3,131.0,0.8,0.516,38.0,94.0
748,2872.0,8.7,7.4,176.0,2.2,0.516,36.0,93.82000000000001
749,2855.0,8.1,7.3,199.0,2.2,0.516,56.0,88.2
750,2876.0,8.2,7.4,170.0,2.2,0.516,39.0,93.82000000000001
751,3383.0,7.7,7.2,95.0,1.8,2.67,50.0,94.0
752,3384.0,7.6,7.2,92.0,2.5,2.41,45.0,94.0
753,3380.0,9.9,7.2,65.0,1.5,2.31,55.0,88.56
754,1632.0,7.6,7.4,93.0,2.1,2.89,408.0,88.38
755,1428.0,5.5,2.9,568.0,6.8,1.12,33.0,61.800000000000004
